protein_ID,ASCA_PC1_loadings,ASCA_PC2_loadings,ASCA_PC_threshold_pass,ClusterID,ClusterColor,Protein_names,Protein_fams,Gene_names,GO_IDs,sig_bp_GO,sig_bp_GOslim
CHOYP_contig_045427.m.52825,-0.0101030290848506,0.00360683921348009,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_045550.m.53021,0.0131087741622404,0.0134967541188851,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_045552.m.53024,0.0141462737105089,-0.00722635936498048,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_045655.m.53199,0.00165937437469969,0.00683795176122716,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_045662.m.53210,-0.00344127166923669,0.00120284967902697,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_045946.m.53656,0.0101021835245186,0.0179354379133866,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_046319.m.54200,-0.00694072952271257,-0.00165968030384547,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_046503.m.54505,0.00168130092326816,-0.00590093133146103,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_046530.m.54559,-0.0130872970181133,-0.00832872351652771,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_046551.m.54588,-0.000609902391892831,0.00460669292913627,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_046706.m.54827,-0.00606275599225427,-0.00126193639895787,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_046854.m.55054,0.00963407687530072,-0.00550639753521444,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_046883.m.55107,0,0,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_047016.m.55305,-0.00207340745227112,-0.00361702251760129,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_047066.m.55375,-8.97941066883612e-05,0.0119135172018621,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_047135.m.55497,0.00942170479996456,-0.0171049411701121,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_047214.m.55631,0.0107148050813508,-0.010214129427488,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_047294.m.55755,-7.6336969971518e-05,0.0101280789846267,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_047333.m.55799,-0.0103650128695078,-0.00659626860427346,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_047394.m.55871,0.0038689759862407,0.0045691611084708,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_047449.m.55959,-0.032577661635311,-0.00204173733834288,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_047498.m.56019,0.00466462154155893,0.00550879804093471,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_047569.m.56118,0.0140378713494951,0.0233563096639619,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_047668.m.56271,0.00860497208311667,0.00578031543635232,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_047685.m.56291,-0.0295236030054821,-0.0126321619242161,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_047707.m.56320,-0.0143172291211941,-0.0228110380934462,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_047731.m.56360,-0.0262571656868188,-0.0116486448152653,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_047828.m.56501,0.00457085948730051,0.00539806746692973,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_047907.m.56621,-0.0116342181300008,-0.00740398769903673,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_047908.m.56622,0.00479086349137726,0.0116217560794877,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_047916.m.56635,0.00489698648102821,-0.00618724158427622,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_047982.m.56715,0.00329296521129391,-0.00975298658501821,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_048122.m.56947,0.00585327085157029,-0.0106265114111003,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_048134.m.56964,0.00705011368515364,0.00832600289458031,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_048148.m.56980,-0.00396577878956785,0.00538384911332304,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_048267.m.57131,-0.000809634467645147,-0.0262607308499949,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_048274.m.57147,0.0125842567036668,-0.00813350213119107,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_048369.m.57273,-0.0189147241722495,-0.00491608880454386,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_048457.m.57397,-0.00335296787780121,-0.0158199795344492,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_048541.m.57541,0.00688384027713947,0.00274501466583774,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_048603.m.57625,0.00354840016227901,-0.00182281583194706,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_048626.m.57669,-0.00273342163826938,0.00371082968678096,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_048667.m.57735,0.00620270142119435,0.00484918472895024,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_048706.m.57793,-0.00235302158638681,0.00833432984970144,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_048781.m.57879,0.00570465387856442,0.00673704947560305,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_048887.m.57987,-0.0100437429506538,-0.0114191221422021,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_048930.m.58050,-0.00339163159172324,-0.016826206851772,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_048973.m.58107,-0.029762791694796,0.00839986455133052,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_048994.m.58122,0.00817006076377166,0.00440613942323175,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_049099.m.58219,0.00899283750463994,-0.0163263400557638,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_049136.m.58269,-0.0164315001396539,-0.0161599394772016,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_049345.m.58557,0.0207926212313395,0.0127850796074935,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_049353.m.58568,-0.00023982299616197,0.00390340606080771,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_049367.m.58596,-0.00428634113941386,-0.0208106259023977,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_049413.m.58667,-0.00900758315240863,-0.002482914260285,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_049548.m.58834,-0.00474911745321228,0.0182626943240552,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_049586.m.58876,0.00343111380605082,-0.0284886914523366,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_049619.m.58908,-0.0336792429875681,-0.021433387100574,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_050044.m.59512,-0.0150439422363162,-0.00957392770344219,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_050158.m.59641,0.00570416138098865,0.0067364678486358,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_050222.m.59713,-7.85111946632007e-05,0.0104165462818732,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_050253.m.59761,-0.0151000759027804,0.00460515963836858,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_050301.m.59822,0.0038799309418466,-0.00104846815911092,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_050355.m.59899,0.00582557959310964,-0.0105762384130652,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_050388.m.59942,-0.00353277009369307,-0.0167857351548503,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_050483.m.60085,0.000119303773048136,0.00278861427515803,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_050507.m.60115,0.00315103352068462,-0.000851499257137969,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_050515.m.60136,0.00864215823528793,-0.0156896879424576,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_050645.m.60289,0,0,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_050710.m.60376,0.00478111453493567,0.0115386207829726,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_050842.m.60581,0.00349291959773203,-0.00094388664010952,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_050863.m.60613,-0.00341008887616699,-0.016998722614496,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_050942.m.60734,0.00440365160524131,-0.0269830273144079,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_051171.m.61058,0.00850496231339178,-0.00521426690593638,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_051254.m.61184,0.0046020317351649,0.00543488108973641,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_051254.m.61185,-0.0157226122585778,-0.0100058316303226,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_051311.m.61287,0.0012774925624079,0.00446000091596666,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_051346.m.61337,0.00973081340227641,-0.00639204538706272,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_051433.m.61487,0.00344491364952261,-0.000930914061756993,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_051499.m.61590,0.0232819490022648,1.01037881072118e-05,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_051534.m.61634,0.0219207138440435,-0.00772708350889643,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_051787.m.61994,0.00216969013933445,-0.00282085012597744,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_051794.m.62013,0.00619901897980463,-0.0112542111234864,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_051943.m.62221,-0.00718174947673089,0.0337465826036545,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_052015.m.62309,-0.0117558657631745,-0.000615315572060452,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_052081.m.62393,-0.0178617275872364,-0.00869290595676328,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_052083.m.62396,0.00304380577462407,0.00538573401053372,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_052147.m.62461,0.00806763320798536,-0.00408732073217083,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_052383.m.62773,0.0013605668841681,0.0284309760139916,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_052396.m.62799,-0.00326613378282118,0.0036201839269581,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_052416.m.62821,-0.0233553477919437,0.00574796036299734,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_052441.m.62852,-0.005626074291855,0.0108894872384934,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_052658.m.63135,-5.47203506916738e-05,0.00726007377655305,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_052729.m.63227,0.00764098820629627,0.00902381050351677,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_052748.m.63243,-0.000189848308542136,-0.0210172482604365,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_052993.m.63573,0.00625184898288273,-0.00801189538893461,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_053017.m.63597,0.0194191231766903,-0.0171878322781124,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_053024.m.63605,0.0117327368958575,0.0295743361623247,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_053133.m.63737,0.00527448577734634,-0.00957573717703841,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_053329.m.63915,0.00342225951187226,-0.00890584158412447,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_053371.m.63972,-0.0115561312683403,0.0033683022556205,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_053582.m.64175,0.00225424878540191,-0.00243036478305478,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_053627.m.64220,-5.88126015929654e-05,0.00780301699749385,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_053687.m.64290,0.00213748260145504,-0.00388932849152529,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_053787.m.64362,0.0237066999757061,0.0218741010629146,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_053912.m.64506,0.0162058155844768,0.00286451148128649,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_053977.m.64571,0.00549579894239999,0.00329142247739917,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_053989.m.64582,0.011875374706331,-0.016198478460888,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_053995.m.64585,0.0168134301097716,0.00218651197156509,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_054223.m.64734,-0.0147221518894194,-0.00936914112101179,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_054409.m.64895,0.00625546294723197,0.00138247757990432,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_054622.m.65176,-0.0213552610870604,0.00420513725290537,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_054868.m.65463,-0.00575847642837966,-0.00292981575390704,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_054901.m.65508,0.00616422277643914,-0.0152082299297108,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_055102.m.65741,-0.00907674368844374,0.00152215471363155,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_055225.m.65857,0.00432541318564027,0.0104485051967775,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_055303.m.65981,-0.00691398092295308,-0.00728746117270734,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_055335.m.66005,0.00835816062173914,0.015401047231219,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_055359.m.66029,-0.0136067280326099,-0.00865928813194558,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_055404.m.66082,-0.0111577553887925,0.00228521232107285,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_055406.m.66084,-0.0306888502775644,0.0119836453278774,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_055822.m.66445,-0.00295768165017249,0.0266714018703039,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_055842.m.66464,0.000185602901843217,0.00374507972109558,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_055984.m.66583,0.0116547398295359,-0.00249688275952943,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_056008.m.66602,-0.00217471250019877,0.00624624616416625,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_056033.m.66621,-0.00190544892018792,-0.000234481536348995,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_contig_056499.m.66997,-0.0137295754333223,0.0225882905577296,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_COPA.1.1.m.31888,0.000329490434336751,0.00138977311487709,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_COPA.1.1.m.31889,0.0029883897665151,-0.000807548269328934,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_COPB.1.1.m.16988,0.00102393444916984,0.000372714977707735,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_COPB2.1.1.m.11046,-0.000116270238276005,0.00321938011190725,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_COPD.1.1.m.37389,0.00085618747117232,-0.000138109720631578,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_COPD.1.1.m.37390,-0.00165440918533043,-0.000333219294378247,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_COPE.1.1.m.48265,0.00371244398129091,-0.000810685442086117,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_COPG2.1.1.m.60836,0.00117113240699479,0.000268868604099704,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_COQ4.1.1.m.6843,-0.0082330055006054,-0.00112793057229059,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_COQ9.1.2.m.4620,-0.00664844537306088,0.00402045141375453,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CORIN.2.2.m.40858,0.0109750133264959,0.00404755301620069,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_COX1.5.15.m.24406,0.00118220025160502,-0.0035398673354609,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_COX1.6.15.m.25748,-0.000920675623993009,-0.000640875840847194,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_COX5B.1.3.m.20245,-0.00337026572275316,0.00457539441454446,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_COX5B.3.3.m.38557,-0.00157739754413938,0.00460605239656296,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CP080.1.1.m.24911,-0.00463690561184542,0.00264557181868829,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CP096.1.1.m.35853,-0.00283033854553394,-0.00171906718857981,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CP2BA.1.1.m.38084,0.0149378166417748,0.0126069120934911,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CP3AB.4.4.m.47872,-0.0168991150625835,-0.00803392227534981,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CP3AO.1.1.m.63459,0.00295845663310768,-0.00663009638794072,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CP4F2.1.1.m.7803,-0.0146244162823212,0.00077117822724048,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CPE.1.1.m.53041,-0.0118658790706801,0.00721449571078805,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CPIB.2.3.m.44557,0.00906548627044663,-0.0164582326263323,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CPIB.3.3.m.46138,-0.0064254018138227,0.0033499222530119,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CPIPJ_CPIJ000723.1.1.m.7190,-0.016856256936245,-0.0107272803048048,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CPIPJ_CPIJ001623.1.1.m.19531,0.00245949642760912,-0.00184375605361317,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CPIPJ_CPIJ003599.1.1.m.61267,-0.00769224951098228,-0.00489532860058471,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CPIPJ_CPIJ003871.1.1.m.147,0.00165380638719146,-0.000163568491012015,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CPIPJ_CPIJ004440.1.1.m.62518,0.00139147990315606,0.0106885639809005,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CPIPJ_CPIJ004536.3.3.m.52790,0.0112996836295908,0.00861958768294409,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CPIPJ_CPIJ004840.1.1.m.3309,-0.00940198824859324,-0.00658503058747096,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CPIPJ_CPIJ005489.1.1.m.43655,0.00360496083510151,-0.00821822562452211,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CPIPJ_CPIJ007723.1.4.m.5854,0.00763640900108575,-0.0141987864965878,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CPIPJ_CPIJ007723.3.4.m.30316,0.00440940003742692,0.00715030187662559,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CPIPJ_CPIJ007723.4.4.m.64973,-0.0303669865172997,0.01721530719868,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CPIPJ_CPIJ007907.1.1.m.45771,-6.08271009382396e-05,0.000767583782478279,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CPIPJ_CPIJ008112.1.1.m.51524,0.00113186930288593,0.0010872951654934,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CPIPJ_CPIJ008190.1.1.m.21761,0.0292747318128185,-0.0294525732610669,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CPIPJ_CPIJ008492.1.1.m.6934,-0.00852087653295801,-0.0170176349736971,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CPIPJ_CPIJ011304.2.2.m.43130,-0.00784284959140889,-2.81117848032291e-05,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CPIPJ_CPIJ011346.2.2.m.44999,0.0208102991805705,-0.00664183936829804,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CPIPJ_CPIJ012408.1.1.m.10724,-0.00286925092450468,-9.40199752776185e-05,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CPIPJ_CPIJ015079.1.1.m.39675,-0.0135697393649992,0.0193117450163494,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CPIPJ_CPIJ016910.1.1.m.62713,-0.00370355795295563,0.00760866732571943,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CPNE8.2.2.m.58380,0.000461520340182351,0.00195450971630977,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CPSF1.1.1.m.27767,-0.0155521852903552,-0.00349446466989215,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CPSF2.1.1.m.13908,-0.00278118350222216,-0.0102750765004632,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CPSF5.1.2.m.59012,-0.000882572701463651,-0.00115473822408866,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CPT1A.1.1.m.53985,-0.0208939902518513,0.0153355495320531,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CPT2.1.1.m.16349,-0.00189460891261833,-0.00433778366647215,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CPVL.2.2.m.62669,-0.00370267432611775,-0.000156295063939616,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CRADD.1.2.m.27800,0.000701032535291105,-0.00685011287192616,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CRE_01395.2.2.m.44269,-0.0200373821065973,0.0239055460865161,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CRE_02254.1.1.m.12455,0.00867257549456144,0.0336574051235136,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CRE_06881.1.1.m.62783,0.0044351255727032,0.00523776920561094,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CRE_13958.1.1.m.31239,0.00441902286231438,0.00368373332391348,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CRE_16884.1.1.m.28203,-0.015728465344361,-0.0072664600424539,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CRE_18961.1.1.m.30942,-0.0219915190676735,0.0100859009713936,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CRE_21950.1.1.m.55,-0.00987494183672455,-0.00628438860874329,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CRE_25145.1.1.m.8177,-0.0269633072618942,0.00859565265563952,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CRE_29942.1.1.m.48587,0.0102806115700233,0.00555052934883488,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CRE.DIG.1.1.1.m.26794,0.00338698951339951,0.00364793660901353,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CRE.GST.7.1.1.m.30139,-0.0336524841027156,0.0110180829184592,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CRE.HIM.4.1.1.m.55343,-0.00766989715677839,-0.00486630816238296,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CRE.UNC.89.1.3.m.20277,0.00687436993429947,0.00168296340922816,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CRE.UNC.89.3.3.m.61234,-0.0068004425995215,-0.00432778488354327,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CREM.1.1.m.12267,-0.000945053446277816,-0.00404773118664526,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CRI9333_2800.1.1.m.5332,0.00096433619818051,-0.000810908023750535,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CRIM1.1.3.m.5078,0.00536684988253636,0.00628579550611162,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CRLF3.1.2.m.8760,0.0018390394590401,-0.00178437517490101,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CRNL1.1.1.m.2792,-0.00648299699271213,-0.0121845937994715,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CRYAB.1.5.m.2659,-0.0325777515919988,0.0332942998769056,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CRYAB.5.5.m.49919,-0.0148363646849956,0.0239052663522533,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CRYM.1.1.m.8544,0.00645082927869919,0.00359881498789356,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CRYZ.2.2.m.65927,0.00576740723243647,0.00239309845494646,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CS066.1.3.m.44165,-0.0145716657012005,-0.0320746390804613,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CS081.1.1.m.48577,-0.00351985838663079,0.0150543380452664,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CSAD.1.1.m.40056,0.00494227398146348,0.00340588441205778,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CSK.1.1.m.55145,0.00262875113884308,-0.000379784638812368,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CSK21.1.2.m.19313,-0.00847660871151709,0.00782729802903834,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CSK2B.1.1.m.37285,-0.00281292450538511,0.00754554562785604,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CSKI2.1.1.m.29327,9.9520730376116e-05,0.00189711896614343,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CSKP.1.2.m.20832,0.000911539490401918,0.00262690776835469,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CSN2.1.1.m.28636,0.00569477720207928,-0.0123513808998506,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CSN3.1.1.m.10996,-0.00230253337341474,-0.00107141272942621,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CSN4.1.1.m.18561,-0.0015982476328561,-0.00138454842944183,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CSN5.1.1.m.52330,0.0010218473904089,-0.00178007642993056,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CSN8.1.1.m.14798,-0.00478979631230429,0.0107399805096326,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_CSPA_C15740.1.1.m.59258,-0.0149133425565866,0.00854247304634831,No,NA,NA,NA,NA,NA,NA,NA,NA
