"Supplemental Table 4. ASCA time effect scores, clustering, and GO enrichment analysis results. ",,,,,,,,,,,,,
protein_ID,ASCA_PC1_loadings,ASCA_PC2_loadings,ASCA_PC_threshold_pass,ClusterColor,SimpleClusterColor,UniprotID,Protein_names,Protein_fams,Gene_names,GO_terms,GO_bp_IDs,sig_bp_GO,sig_bp_GOslim
CHOYP_BRAFLDRAFT_68242.2.3.m.26345,0.005112139,0.015441431,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_68488.1.1.m.58466,-0.007796762,-0.013315953,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_68592.1.1.m.53611,0.014568443,-0.000306041,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_68766.4.4.m.38248,0.006412356,0.007572828,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_68867.1.1.m.4095,0.005275736,-0.00166168,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_68915.2.7.m.3908,0.011345516,-0.01539498,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_68917.1.3.m.16606,0.005083686,0.002993054,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_68917.2.3.m.28554,0,0,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_68934.1.2.m.57609,-0.007484285,-0.00164916,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_68997.1.1.m.56357,-0.015221977,0.009615192,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_69005.1.1.m.26462,0.001519194,-0.000173678,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_69120.3.3.m.40386,0.020531638,-0.017152511,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_69134.2.13.m.10914,0.008208044,-0.01583539,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_69505.3.4.m.52485,-0.008341454,0.007869862,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_69729.1.1.m.683,-0.005595935,-0.011209645,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_69798.11.22.m.42042,-0.012328402,-0.001865284,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_70742.1.1.m.8525,0,0,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_70868.1.1.m.55081,-0.00117322,-0.001087899,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_70886.1.1.m.53762,0.001527364,0.001021434,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_70987.2.2.m.58284,-5.34E-05,0.007091189,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_71030.1.1.m.31477,-0.02137154,0.000536398,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_71616.2.3.m.27171,-0.030894263,-0.017187092,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_71629.1.1.m.65970,0.004909333,0.005797797,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_72035.1.1.m.48832,-0.003458863,-0.005764872,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_72273.1.2.m.34499,0.014214957,0.004256335,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_72357.1.1.m.59063,0.003823525,-0.007845575,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_72541.1.2.m.13652,-0.009594548,-0.006105947,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_72611.1.1.m.61108,-0.001771312,0.008417547,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_72748.1.1.m.27724,0.002868049,-0.00241146,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_73177.1.1.m.61488,0.022446807,-0.001097401,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_73486.1.1.m.16417,0.002340076,-0.007683449,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_73991.2.2.m.60726,0.034592405,0.014628064,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_74063.1.5.m.2740,0.00591453,-0.00081684,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_74063.2.5.m.9454,-0.001648528,0.002238003,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_74063.4.5.m.43367,0.004393449,0.028082591,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_74469.3.3.m.53818,-0.006980598,-0.002179187,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_74594.1.3.m.1187,0.003847488,0.002641807,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_74594.2.3.m.1285,0.002627507,0.002541254,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_74594.3.3.m.1992,-0.004951766,0.006722402,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_74861.1.1.m.16599,-0.010105363,-0.006431028,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_74874.1.9.m.3545,-0.002484711,-0.009181621,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_74874.3.9.m.37096,-0.026008664,0.021525356,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_74874.5.9.m.47033,0.009229595,-0.01832679,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_74879.1.6.m.21111,0.000756861,0.004906674,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_74879.3.6.m.24658,0.004527436,-0.01038436,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_75094.1.2.m.24898,-0.001643939,0.002231773,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_75616.1.2.m.9949,0,0,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_75632.1.1.m.60676,0.004474801,-0.017834823,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_75707.1.1.m.8533,-0.005502784,-0.003501958,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_75823.1.2.m.2870,-0.014750618,0.012606129,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_76126.1.1.m.8736,-0.001940572,-0.008186332,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_76176.1.1.m.55550,-0.011782225,0.002514745,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_76402.1.5.m.22765,0.002647803,0.004129114,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_76662.3.3.m.61577,-0.012068342,-0.014554031,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_76728.1.1.m.17486,0.002063524,-0.001765373,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_76825.1.1.m.2818,-0.032357725,-0.020592376,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_76885.1.1.m.20259,-0.001225205,-0.001003478,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_76943.1.1.m.58001,-7.76E-05,0.010290672,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_77063.1.1.m.8252,-0.006455671,0.001722601,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_77132.1.2.m.5217,-0.000721489,0.001576903,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_77225.1.2.m.29845,-0.001341659,0.025229641,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_77483.1.1.m.56627,-0.009546109,0.015277655,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_78229.1.1.m.52210,0.011995586,-0.009855971,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_79044.2.2.m.62650,0.000591024,-0.001901491,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_79377.5.30.m.21330,-0.01458229,-0.002248602,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_79602.1.1.m.42298,0.000446133,-0.015323605,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_79734.1.1.m.15409,-0.018056344,0.008409197,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_80039.1.1.m.2568,0.004036651,-0.000226356,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_80064.1.1.m.40175,-0.01589916,-0.021480245,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_80311.1.3.m.18963,0.002358315,-0.005901378,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_80311.3.3.m.30251,-0.001417065,0.001596904,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_80394.4.9.m.33604,0.005063617,0.00662508,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_80432.2.2.m.18322,-0.023544684,-0.005029209,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_80496.1.10.m.12618,0.001751557,0.009916959,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_80496.3.10.m.22837,0.00244098,0.00698961,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_80496.6.10.m.29014,-3.65E-05,0.007530203,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_80496.8.10.m.49028,0.001104082,0.006652658,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_80577.2.6.m.24330,0.004804156,0.005673584,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_80919.1.1.m.62047,-0.008761137,0.001161324,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_80934.1.2.m.23714,-0.003858139,0.002261404,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_81321.3.10.m.34305,-0.00696687,-0.002237279,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_81321.5.10.m.45062,0.003931318,-0.002021107,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_81321.6.10.m.48025,0.010174085,-0.004086426,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_81322.1.2.m.17860,0.010565821,-0.000894488,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_81364.2.3.m.30348,-0.020404678,-0.007629169,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_81364.3.3.m.30607,-0.006195164,-0.00238574,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_81509.1.1.m.31565,0.002401017,-0.001398628,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_81532.1.1.m.58865,0.018171316,-0.019553361,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_81609.1.1.m.94,0.004343329,0.000883681,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_81733.1.1.m.213,-0.006453419,0.007133602,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_82353.1.1.m.13454,0.000453053,3.86E-05,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_82426.1.20.m.8067,-6.39E-05,0.008481,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_82868.3.5.m.48837,-0.009748976,0.006852635,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_83096.1.1.m.27011,-0.001957763,7.46E-05,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_83552.1.1.m.55255,-0.001892099,0.001631891,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_84054.1.2.m.8523,-0.01046093,0.010249901,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_84207.2.2.m.36438,-6.92E-05,0.009187774,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_84237.1.1.m.1879,-0.011019567,0.008288021,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_84245.2.2.m.53621,-0.002882991,0.003913881,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_84494.3.5.m.41159,0.013399044,-0.017408209,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_84664.1.7.m.3969,0.007933247,-0.014402672,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_84838.3.6.m.42355,0.000775956,-0.000760259,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_84941.1.1.m.53224,0.023638335,0.015111208,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_85170.1.1.m.8699,0.005925727,-0.00771112,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_85206.1.1.m.49234,-0.005169012,0.002849516,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_85506.1.1.m.54726,0.004887149,-0.004256424,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_85511.15.23.m.46769,0.007574165,0.008944894,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_85511.17.23.m.55470,-0.008928393,0.013036959,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_85511.3.23.m.14160,0.03179399,-0.004321616,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_85664.10.10.m.45430,0.002012475,-0.000543828,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_85664.3.10.m.26597,-5.80E-05,0.007691224,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_85664.6.10.m.30553,-0.001968128,0.006623693,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_85822.1.1.m.10102,0.002002151,-0.006008518,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_85896.1.1.m.38692,-0.010909608,-0.004601584,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_85994.3.10.m.7126,0.003684667,0.019819541,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_85994.7.10.m.36866,0.013739601,-0.005926199,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_86052.1.1.m.25460,-0.007464562,0.013842805,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_86765.1.1.m.54066,-0.033067887,0.003772655,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_86801.1.1.m.27107,0.001765721,0.002987396,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_86801.1.1.m.27108,-0.001883221,0.005010255,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_86827.2.4.m.9197,-0.001307958,0.002463667,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_86827.3.4.m.27276,-0.016163903,-0.003386896,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_86827.4.4.m.61859,-0.020021833,0.022015548,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_86846.1.3.m.13594,-0.004725676,-0.004888233,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_86846.3.3.m.53453,0.008075981,-0.004635882,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_86890.2.4.m.23914,-0.014437084,-0.009187725,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_87283.1.1.m.46768,-0.004182915,0.005678628,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_87294.6.6.m.64622,-0.005065643,0.006876999,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_87336.4.9.m.23926,0,0,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_87429.1.1.m.43808,-0.006760618,0.011088106,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_87630.1.1.m.30352,0.005676073,0.010692973,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_87634.1.1.m.39992,-0.003556167,0.004827769,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_87662.1.1.m.5474,0.000586163,0.001186475,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_87806.1.1.m.28308,0.010745482,-0.003443224,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_88012.1.1.m.12815,-0.018595219,-0.005568645,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_88018.1.1.m.50147,-0.017969053,0.023843472,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_88218.8.8.m.64733,0.002922523,-0.003098057,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_88219.1.5.m.37187,0.010489282,0.018196806,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_88223.10.22.m.35410,0.004208124,-0.004006551,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_88223.5.22.m.23899,-6.90E-05,0.009154795,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_88223.9.22.m.34933,0.008713504,-0.002685892,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_88224.2.11.m.3212,-0.001002108,-0.024372711,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_88506.1.1.m.64174,-0.011302473,0.005172173,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_88543.1.2.m.54473,-0.008895617,0.002089299,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_88566.3.11.m.5108,0.002802639,0.002549474,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_88570.1.2.m.55232,-0.001971758,0.002601595,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_88583.1.1.m.56300,0.002638417,0.011360599,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_88596.1.2.m.24206,0.004797172,0.013352806,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_89105.1.1.m.2234,-0.012922608,-0.008223916,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_89330.1.1.m.23864,0.00694574,0.022565779,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_89362.1.1.m.49683,0.021071847,0.011846683,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_89535.1.1.m.6232,-0.006633865,-0.002043068,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_89536.1.1.m.26678,-0.003032285,-0.003080602,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_89744.1.1.m.29497,-0.003705544,-0.018147771,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_89869.1.3.m.28871,-0.002573645,-0.000610809,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_89869.3.3.m.37644,0.003459049,0.004085048,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_89870.1.1.m.15447,0.005137931,-0.003463454,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_89920.1.1.m.13963,-0.003841992,0.021153118,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_89952.1.1.m.59629,-0.002760878,0.012382607,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_89952.1.1.m.59630,0.001899496,-0.004377317,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_89961.1.3.m.5717,0.005450955,0.004223875,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_89961.3.3.m.49198,0.016019941,0.01753822,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_90098.1.4.m.3841,-0.00484391,0.006438284,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_90098.4.4.m.28113,0.003860891,-0.001108123,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_90187.1.1.m.30393,-0.007349135,-0.000224613,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_90196.2.2.m.42787,-0.004328893,-0.008906441,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_90332.3.4.m.18933,0.00842432,0.007739259,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_90405.1.1.m.44167,-1.71E-05,0.003451642,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_90471.1.2.m.30257,-0.002294456,0.000300767,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_90679.1.1.m.33411,-0.002053568,0.002787876,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_90706.2.2.m.29119,-0.01438262,-0.009153064,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_90929.1.1.m.54454,-0.004206763,-0.009216346,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_90953.1.1.m.48786,-0.000592413,-0.003203992,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_91062.1.1.m.77,-0.004934215,-0.003140122,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_91068.1.1.m.9955,-0.001019426,-0.010919836,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_91316.1.1.m.46558,0.011317391,-0.013472629,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_91321.1.10.m.20278,0.004325606,0.005108429,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_91321.10.10.m.59301,-0.001516458,-0.003256764,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_91321.5.10.m.37054,0.005005875,0.002693638,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_91321.7.10.m.56158,-0.006908234,0.014252357,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_91394.1.1.m.16068,-0.009090806,0.004723283,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_91441.1.1.m.47971,0.001956497,0.0022186,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_91636.1.11.m.28449,-0.005473292,-0.003404705,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_91636.4.11.m.45350,-0.010365724,-0.013079859,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_91636.6.11.m.49144,0.021594692,-0.018325675,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_91636.8.11.m.58992,0.001183653,0.008781831,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_BRAFLDRAFT_91695.1.1.m.31423,-0.014334714,0.010192471,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
